FISCAL_YEAR,PRODUCT,CONVEYANCE,ORIGIN,COUNT_OF_LINES,SUM_OF_MSRP,duty_rate,product_complexity,hts_chapter,country_seizure_history,country_avg_seizure_value,product_seizure_history,conveyance_seizure_history,log_declared_value,line_count_log,line_complexity_score,line_risk_tier,complexity_bonus,declared_value_category,declared_line_category,tariff_evasion_incentive,high_value_shipment,complex_shipment,extremely_complex,very_complex,is_china,is_hong_kong,is_vietnam,is_mexico,is_express,is_air_freight,is_vessel,high_duty_product,complex_product,is_clothing,is_electronics,is_jewelry,fiscal_year_trend,china_clothing,china_electronics,express_clothing,high_duty_express,significant_seizure,repeat_country,repeat_product,high_risk_seizure
2023,Label/Emblems,Commercial Air,Hong Kong Special Administrative Region,18,29470,7.5,Low,83,284,8244237.552816901,120,1047,10.291162007969065,2.9444389791664403,4,2,1.0296194171811581,2,2,1.566535667754829,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
2023,Label/Emblems,Commercial Air,People's Republic of China,57,518299,7.5,Low,83,472,14582791.302966101,120,1047,13.158309504177797,4.060443010546419,8,4,1.9021075263969205,4,4,2.864012178505089,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1
2023,Label/Emblems,Commercial Air,Unknown,2,1050,7.5,Low,83,345,1934068.895652174,120,1047,6.957497370876951,1.0986122886681098,1,0,0.0,1,0,0.5218123028157714,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
2023,Label/Emblems,Commercial Truck,Canada,1,264,7.5,Low,83,107,56862.40186915888,120,147,5.579729825986222,0.6931471805599453,1,0,0.0,0,0,0.4184797369489667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
2023,Label/Emblems,Commercial Truck,Unknown,1,72,7.5,Low,83,345,1934068.895652174,120,147,4.290459441148391,0.6931471805599453,1,0,0.0,0,0,0.3217844580861293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
2023,Label/Emblems,Commercial Vessel,Malaysia,1,127,7.5,Low,83,96,637294.28125,120,300,4.852030263919617,0.6931471805599453,1,0,0.0,0,0,0.3639022697939713,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2023,Label/Emblems,Commercial Vessel,People's Republic of China,18,357539,7.5,Low,83,472,14582791.302966101,120,300,12.787002522969079,2.9444389791664403,4,2,1.0296194171811581,4,2,1.9464561456121876,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,1,0,1
2023,Label/Emblems,Commercial Vessel,Unknown,1,93,7.5,Low,83,345,1934068.895652174,120,300,4.543294782270004,0.6931471805599453,1,0,0.0,0,0,0.34074710867025026,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0
2023,Label/Emblems,Express Consignment,Hong Kong Special Administrative Region,77,725510,7.5,Low,83,284,8244237.552816901,120,1448,13.49463151314871,4.356708826689592,8,4,2.163323025660538,4,4,3.2015908941260713,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1
2023,Label/Emblems,Express Consignment,Kingdom of Thailand,5,97,7.5,Low,83,125,997476.0,120,1448,4.584967478670572,1.791759469228055,2,1,0.0,0,0,0.3438725609002929,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
2023,Label/Emblems,Express Consignment,People's Republic of China,40,589375,7.5,Low,83,472,14582791.302966101,120,1448,13.28681962908104,3.713572066704308,6,3,1.6094379124341003,4,3,2.6003348156848243,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1
2023,Label/Emblems,Express Consignment,Republic of Bulgaria,16,176137,7.5,Low,83,38,69866.1052631579,120,1448,12.079023057690694,2.833213344056216,4,2,0.9555114450274363,4,2,1.7715500875548338,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1
2023,Label/Emblems,Express Consignment,Republic of the Philippines,4,3785,7.5,Low,83,138,1315450.7536231885,120,1448,8.239065331769268,1.6094379124341003,1,0,0.0,1,0,0.6179298998826951,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
2023,Label/Emblems,Express Consignment,United Kingdom of Great Britain and Northern Ireland,1,17,7.5,Low,83,86,127475.40697674418,120,1448,2.8903717578961645,0.6931471805599453,1,0,0.0,0,0,0.21677788184221236,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2023,Label/Emblems,Express Consignment,Unknown,23,173676,7.5,Low,83,345,1934068.895652174,120,1448,12.064952531256976,3.1780538303479458,4,2,1.1939224684724346,4,2,1.9852177829533542,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1
2023,Label/Emblems,Mail,French Republic,1,37,7.5,Low,83,56,22283.285714285714,120,945,3.6375861597263857,0.6931471805599453,1,0,0.0,0,0,0.27281896197947897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2023,Label/Emblems,Mail,Hellenic Republic,6,88,7.5,Low,83,6,3681.3333333333335,120,945,4.48863636973214,1.9459101490553132,2,1,0.0,0,1,0.3366477277299105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2023,Label/Emblems,Mail,Hong Kong Special Administrative Region,9,16206,7.5,Low,83,284,8244237.552816901,120,945,9.69319852665812,2.302585092994046,2,1,0.0,2,1,0.726989889499359,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
2023,Label/Emblems,Mail,Kingdom of Thailand,2,1210,7.5,Low,83,125,997476.0,120,945,7.099201743553092,1.0986122886681098,1,0,0.0,1,0,0.5324401307664819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
2023,Label/Emblems,Mail,People's Republic of China,11,7898,7.5,Low,83,472,14582791.302966101,120,945,8.97449144816442,2.4849066497880004,4,2,0.7419373447293773,1,2,1.1724751352634024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
2023,Label/Emblems,Mail,Republic of Bulgaria,26,80719,7.5,Low,83,38,69866.1052631579,120,945,11.29874165502749,3.295836866004329,6,3,1.2809338454620642,3,3,1.9328761689063192,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1
2023,Label/Emblems,Mail,Unknown,4,34,7.5,Low,83,345,1934068.895652174,120,945,3.5553480614894135,1.6094379124341003,1,0,0.0,0,0,0.26665110461170605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
2023,Label/Emblems,No Transportation Involved,People's Republic of China,79,19267288,7.5,Low,83,472,14582791.302966101,120,372,16.773919345490892,4.382026634673881,8,4,2.186051276738094,4,4,4.008192535995231,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1
2023,Label/Emblems,No Transportation Involved,United States of America,60,3027,7.5,Low,83,197,300035.71065989847,120,372,8.01565761455734,4.110873864173311,8,4,1.9459101490553132,1,4,1.7710055338557729,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
2023,Luggage,Auto,People's Republic of China,2,2540,9.2,Medium,42,472,14582791.302966101,229,143,7.840312983320164,1.0986122886681098,1,0,0.0,1,0,0.721308794465455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,Auto,United Mexican States,2,9890,9.2,Medium,42,170,261079.97647058824,229,143,9.199380531739841,1.0986122886681098,1,0,0.0,1,0,0.8463430089200653,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,Commercial Air,Arab Republic of Egypt,8,54295,9.2,Medium,42,29,90317.24137931035,229,1047,10.902205838383594,2.1972245773362196,2,1,0.0,3,1,1.0030029371312905,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
2023,Luggage,Commercial Air,Federal Democratic Republic of Ethiopia,2,6200,9.2,Medium,42,13,15613.846153846154,229,1047,8.732465848349879,1.0986122886681098,1,0,0.0,1,0,0.8033868580481888,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
2023,Luggage,Commercial Air,Federal Republic of Nigeria,1,6800,9.2,Medium,42,95,169082.52631578947,229,1047,8.824824939175638,0.6931471805599453,1,0,0.0,1,0,0.8118838944041586,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
2023,Luggage,Commercial Air,Hashemite Kingdom of Jordan,2,14100,9.2,Medium,42,26,81523.88461538461,229,1047,9.55400099583723,1.0986122886681098,1,0,0.0,2,0,0.878968091617025,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
2023,Luggage,Commercial Air,Hong Kong Special Administrative Region,35,124944,9.2,Medium,42,284,8244237.552816901,229,1047,11.735628919456033,3.58351893845611,6,3,1.5040773967762742,4,3,2.7035969265030717,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1
2023,Luggage,Commercial Air,Kingdom of Thailand,38,123214,9.2,Medium,42,125,997476.0,229,1047,11.721686075916985,3.6635616461296463,6,3,1.5686159179138452,4,3,2.769982868423829,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1
2023,Luggage,Commercial Air,People's Republic of China,127,1328842,9.2,Medium,42,472,14582791.302966101,229,1047,14.09981919678173,4.852030263919617,10,5,2.617395832834079,4,4,4.692425702966,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1
2023,Luggage,Commercial Air,Republic of Colombia,1,3800,9.2,Medium,42,105,596276.8285714285,229,1047,8.24301946898925,0.6931471805599453,1,0,0.0,1,0,0.7583577911470109,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,Commercial Air,Republic of Ghana,1,585,9.2,Medium,42,33,56003.84848484849,229,1047,6.373319789577012,0.6931471805599453,1,0,0.0,0,0,0.5863454206410851,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
2023,Luggage,Commercial Air,Republic of Korea,13,24077,9.2,Medium,42,102,2899829.205882353,229,1047,10.089053839494971,2.6390573296152584,4,2,0.832909122935104,2,2,1.7012933318258268,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,Commercial Air,Republic of Poland,1,3481,9.2,Medium,42,15,16403.2,229,1047,8.155362120328135,0.6931471805599453,1,0,0.0,1,0,0.7502933150701884,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
2023,Luggage,Commercial Air,Republic of Singapore,1,2070,9.2,Medium,42,111,623126.0360360361,229,1047,7.635786861395585,0.6931471805599453,1,0,0.0,1,0,0.7024923912483938,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,Commercial Air,Republic of Turkiye,2,6800,9.2,Medium,42,137,1184784.781021898,229,1047,8.824824939175638,1.0986122886681098,1,0,0.0,1,0,0.8118838944041586,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,Commercial Air,Republic of the Philippines,21,84378,9.2,Medium,42,138,1315450.7536231885,229,1047,11.343073834458544,3.091042453358316,4,2,1.1314021114911006,3,2,2.224251939983924,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,Commercial Air,Socialist Republic of Vietnam,22,116068,9.2,Medium,42,145,961935.6965517241,229,1047,11.661940120834903,3.1354942159291497,4,2,1.1631508098056809,4,2,2.320841239898623,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1
2023,Luggage,Commercial Air,United Arab Emirates,4,28175,9.2,Medium,42,120,509279.625,229,1047,10.246225830735987,1.6094379124341003,1,0,0.0,2,0,0.9426527764277108,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,Commercial Air,United Kingdom of Great Britain and Northern Ireland,2,4030,9.2,Medium,42,86,127475.40697674418,229,1047,8.301769763117166,1.0986122886681098,1,0,0.0,1,0,0.7637628182067792,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
2023,Luggage,Commercial Air,Unknown,13,30834,9.2,Medium,42,345,1934068.895652174,229,1047,10.336405687425593,2.6390573296152584,4,2,0.832909122935104,2,2,1.743003690021341,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,Commercial Truck,Unknown,1,2200,9.2,Medium,42,345,1934068.895652174,229,147,7.696667081526462,0.6931471805599453,1,0,0.0,1,0,0.7080933715004345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,Commercial Vessel,Bolivarian Republic of Venezuela,1,1785,9.2,Medium,42,10,36477.4,229,300,7.487733761436444,0.6931471805599453,1,0,0.0,1,0,0.6888715060521529,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0
2023,Luggage,Commercial Vessel,Hong Kong Special Administrative Region,2,25200,9.2,Medium,42,284,8244237.552816901,229,300,10.134638955251866,1.0986122886681098,1,0,0.0,2,0,0.9323867838831715,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,Commercial Vessel,People's Republic of China,37,14941304,9.2,Medium,42,472,14582791.302966101,229,300,16.5196400832518,3.6375861597263857,6,3,1.547562508716013,4,3,3.87180304748886,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,1,1,1
2023,Luggage,Express Consignment,Federal Republic of Nigeria,4,11000,9.2,Medium,42,95,169082.52631578947,229,1448,9.305741456739435,1.6094379124341003,1,0,0.0,2,0,0.8561282140200279,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
2023,Luggage,Express Consignment,Hong Kong Special Administrative Region,104,707493,9.2,Medium,42,284,8244237.552816901,229,1448,13.469484427898198,4.653960350157523,10,5,2.4336133554004498,4,4,4.254908149223047,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1
2023,Luggage,Express Consignment,Kingdom of Saudi Arabia,1,2450,9.2,Medium,42,57,420723.94736842107,229,1448,7.804251383528112,0.6931471805599453,1,0,0.0,1,0,0.7179911272845863,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
2023,Luggage,Express Consignment,Kingdom of Thailand,34,85910,9.2,Medium,42,125,997476.0,229,1448,11.361067155652822,3.5553480614894135,6,3,1.4816045409242156,3,3,2.593818177575596,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,Express Consignment,Malaysia,5,9985,9.2,Medium,42,96,637294.28125,229,1448,9.208939391060555,1.791759469228055,2,1,0.0,1,0,0.847222423977571,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
2023,Luggage,Express Consignment,People's Republic of China,81,308693,9.2,Medium,42,472,14582791.302966101,229,1448,12.640105773955396,4.406719247264253,8,4,2.2082744135228043,4,4,3.7308693703698723,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1
2023,Luggage,Express Consignment,Republic of Bulgaria,6,22220,9.2,Medium,42,38,69866.1052631579,229,1448,10.008793066681399,1.9459101490553132,2,1,0.0,2,1,0.9208089621346887,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
2023,Luggage,Express Consignment,Republic of Colombia,27,25663,9.2,Medium,42,105,596276.8285714285,229,1448,10.152844510666242,3.332204510175204,6,3,1.308332819650179,2,3,2.156125266103396,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,Express Consignment,Republic of Ecuador,3,10900,9.2,Medium,42,33,106683.54545454546,229,1448,9.296609807128359,1.3862943611198906,1,0,0.0,2,0,0.855288102255809,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
2023,Luggage,Express Consignment,Republic of Turkiye,1,2400,9.2,Medium,42,137,1184784.781021898,229,1448,7.783640596221253,0.6931471805599453,1,0,0.0,1,0,0.7160949348523552,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,Express Consignment,Republic of the Philippines,69,362717,9.2,Medium,42,138,1315450.7536231885,229,1448,12.801380951831138,4.248495242049359,8,4,2.066862759472976,4,4,3.6119272230117825,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1
2023,Luggage,Express Consignment,Socialist Republic of Vietnam,1,7800,9.2,Medium,42,145,961935.6965517241,229,1448,8.962007209588313,0.6931471805599453,1,0,0.0,1,0,0.8245046632821247,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,Express Consignment,State of Israel,1,47,9.2,Medium,42,14,70545.14285714286,229,1448,3.871201010907891,0.6931471805599453,1,0,0.0,0,0,0.35615049300352597,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
2023,Luggage,Express Consignment,Union of Burma,1,4880,9.2,Medium,42,5,22554.0,229,1448,8.493105395887147,0.6931471805599453,1,0,0.0,1,0,0.7813656964216175,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
2023,Luggage,Express Consignment,United Arab Emirates,8,95990,9.2,Medium,42,120,509279.625,229,1448,11.472009716055167,2.1972245773362196,2,1,0.0,3,1,1.0554248938770754,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,Express Consignment,United Mexican States,11,10258,9.2,Medium,42,170,261079.97647058824,229,1448,9.235910648087712,2.4849066497880004,4,2,0.7419373447293773,2,2,1.4801307456848674,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,Express Consignment,Unknown,127,372134,9.2,Medium,42,345,1934068.895652174,229,1448,12.827011970647641,4.852030263919617,10,5,2.617395832834079,4,4,4.268834927830694,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1
2023,Luggage,Mail,Commonwealth of Puerto Rico,2,4485,9.2,Medium,42,1,4485.0,229,945,8.408716715080153,1.0986122886681098,1,0,0.0,1,0,0.7736019377873741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
2023,Luggage,Mail,Federal Republic of Germany,2,12964,9.2,Medium,42,49,44120.28571428572,229,945,9.470008697972764,1.0986122886681098,1,0,0.0,2,0,0.8712408002134943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
2023,Luggage,Mail,Hong Kong Special Administrative Region,39,192005,9.2,Medium,42,284,8244237.552816901,229,945,12.165281900521647,3.6888794541139363,6,3,1.589235205116581,4,3,2.897887408283834,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1
2023,Luggage,Mail,Kingdom of Thailand,113,352550,9.2,Medium,42,125,997476.0,229,945,12.772950571620258,4.736198448394496,10,5,2.509599262378372,4,4,4.124170287218955,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1
2023,Luggage,Mail,Malaysia,1,295,9.2,Medium,42,96,637294.28125,229,945,5.69035945432406,0.6931471805599453,1,0,0.0,0,0,0.5235130697978135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
2023,Luggage,Mail,Nepal,9,298914,9.2,Medium,42,10,68135.9,229,945,12.607914531020883,2.302585092994046,2,1,0.0,4,1,1.1599281368539212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,1
2023,Luggage,Mail,People's Republic of China,30,58011,9.2,Medium,42,472,14582791.302966101,229,945,10.96840516468014,3.4339872044851463,6,3,1.3862943611198906,3,3,2.4079935923358144,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,Mail,Republic of Colombia,1,288,9.2,Medium,42,105,596276.8285714285,229,945,5.666426688112432,0.6931471805599453,1,0,0.0,0,0,0.5213112553063437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,Mail,Republic of Korea,1,144,9.2,Medium,42,102,2899829.205882353,229,945,4.976733742420574,0.6931471805599453,1,0,0.0,0,0,0.4578595043026928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,Mail,Republic of Turkiye,33,95147,9.2,Medium,42,137,1184784.781021898,229,945,11.4631888530604,3.5263605246161616,6,3,1.4586150226995167,3,3,2.5928882856401865,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,Mail,Republic of the Philippines,13,80300,9.2,Medium,42,138,1315450.7536231885,229,945,11.293537353157436,2.6390573296152584,4,2,0.832909122935104,3,2,1.9044025433225777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,Mail,Socialist Republic of Vietnam,6,34120,9.2,Medium,42,145,961935.6965517241,229,945,10.4376683094997,1.9459101490553132,2,1,0.0,2,1,0.9602654844739722,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,Mail,United Arab Emirates,1,104,9.2,Medium,42,120,509279.625,229,945,4.653960350157523,0.6931471805599453,1,0,0.0,0,0,0.4281643522144921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,Mail,Unknown,13,125040,9.2,Medium,42,345,1934068.895652174,229,945,11.736396962504198,2.6390573296152584,4,2,0.832909122935104,4,2,1.9790809137924843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1
2023,Luggage,No Transportation Involved,Hong Kong Special Administrative Region,1,6300,9.2,Medium,42,284,8244237.552816901,229,372,8.748463629942055,0.6931471805599453,1,0,0.0,1,0,0.804858653954669,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,No Transportation Involved,Kingdom of Belgium,1,5000,9.2,Medium,42,8,15386.875,229,372,8.517393171418904,0.6931471805599453,1,0,0.0,1,0,0.7836001717705392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
2023,Luggage,No Transportation Involved,Kingdom of Thailand,1,3000,9.2,Medium,42,125,997476.0,229,372,8.006700845440367,0.6931471805599453,1,0,0.0,1,0,0.7366164777805138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,No Transportation Involved,People's Republic of China,22,3458411,9.2,Medium,42,472,14582791.302966101,229,372,15.05632008214217,3.1354942159291497,4,2,1.1631508098056809,4,2,2.9963563700109024,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1
2023,Luggage,No Transportation Involved,United States of America,13,59985,9.2,Medium,42,197,300035.71065989847,229,372,11.001866480644447,2.6390573296152584,4,2,0.832909122935104,3,2,1.8552187726352158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1
2023,Luggage,No Transportation Involved,Unknown,23,210427,9.2,Medium,42,345,1934068.895652174,229,372,12.256898830839264,3.1780538303479458,4,2,1.1939224684724346,4,2,2.4739430879670037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1
2023,Movies Music Media,Commercial Air,Hong Kong Special Administrative Region,15,14518,3.2,Medium,85,284,8244237.552816901,72,1047,9.583213415483687,2.772588722239781,4,2,0.9162907318741551,2,2,0.5876551375892306,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
2023,Movies Music Media,Commercial Air,People's Republic of China,25,103185,3.2,Medium,85,472,14582791.302966101,72,1047,11.544288463912368,3.258096538021482,6,3,1.252762968495368,4,2,0.8322094575721619,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1
2023,Movies Music Media,Commercial Truck,People's Republic of China,3,51,3.2,Medium,85,472,14582791.302966101,72,147,3.9512437185814275,1.3862943611198906,1,0,0.0,0,0,0.12643979899460567,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
2023,Movies Music Media,Commercial Vessel,People's Republic of China,13,742009,3.2,Medium,85,472,14582791.302966101,72,300,13.51711799914765,2.6390573296152584,4,2,0.832909122935104,4,2,0.792820764685697,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,1,0,1
2023,Movies Music Media,Express Consignment,Hong Kong Special Administrative Region,54,244411,3.2,Medium,85,284,8244237.552816901,72,1448,12.406610604910554,4.007333185232471,8,4,1.8562979903656263,4,4,1.1339832620177566,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1
2023,Movies Music Media,Express Consignment,People's Republic of China,13,12423,3.2,Medium,85,472,14582791.302966101,72,1448,9.427385364828522,2.6390573296152584,4,2,0.832909122935104,2,2,0.5529453004998106,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
2023,Movies Music Media,Mail,Hong Kong Special Administrative Region,7,10243,3.2,Medium,85,284,8244237.552816901,72,945,9.234447447319416,2.0794415416798357,2,1,0.0,2,1,0.29550231831422136,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
2023,Movies Music Media,No Transportation Involved,People's Republic of China,12,60910,3.2,Medium,85,472,14582791.302966101,72,372,11.01716906136117,2.5649493574615367,4,2,0.7884573603642702,3,2,0.6305195871414049,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
2023,Office Equipment,Commercial Air,Socialist Republic of Vietnam,1,470,3.1,Medium,84,145,961935.6965517241,22,1047,6.154858094016418,0.6931471805599453,1,0,0.0,0,0,0.19080060091450896,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
